step,magnitude,direction_x,direction_y,direction_z,episode
432,0.0,0.0,0.0,0.0,1
433,0.0,0.0,0.0,0.0,1
434,0.0,0.0,0.0,0.0,1
435,0.0,0.0,0.0,0.0,1
436,0.0,0.0,0.0,0.0,1
437,0.0,0.0,0.0,0.0,1
438,0.0,0.0,0.0,0.0,1
439,0.0,0.0,0.0,0.0,1
440,0.0,0.0,0.0,0.0,1
441,0.0,0.0,0.0,0.0,1
442,0.0,0.0,0.0,0.0,1
443,0.0,0.0,0.0,0.0,1
444,0.0,0.0,0.0,0.0,1
445,0.0,0.0,0.0,0.0,1
446,0.0,0.0,0.0,0.0,1
447,0.0,0.0,0.0,0.0,1
448,0.0,0.0,0.0,0.0,1
449,0.0,0.0,0.0,0.0,1
450,0.0,0.0,0.0,0.0,1
451,0.0,0.0,0.0,0.0,1
452,0.0,0.0,0.0,0.0,1
453,0.0,0.0,0.0,0.0,1
454,0.0,0.0,0.0,0.0,1
455,0.0,0.0,0.0,0.0,1
456,0.0,0.0,0.0,0.0,1
457,0.0,0.0,0.0,0.0,1
458,0.0,0.0,0.0,0.0,1
459,0.0,0.0,0.0,0.0,1
460,0.0,0.0,0.0,0.0,1
461,0.0,0.0,0.0,0.0,1
462,0.0,0.0,0.0,0.0,1
463,0.0,0.0,0.0,0.0,1
464,0.0,0.0,0.0,0.0,1
465,0.0,0.0,0.0,0.0,1
466,0.0,0.0,0.0,0.0,1
467,0.0,0.0,0.0,0.0,1
468,0.0,0.0,0.0,0.0,1
469,0.0,0.0,0.0,0.0,1
470,0.0,0.0,0.0,0.0,1
471,0.0,0.0,0.0,0.0,1
472,0.0,0.0,0.0,0.0,1
473,0.0,0.0,0.0,0.0,1
474,0.0,0.0,0.0,0.0,1
475,0.0,0.0,0.0,0.0,1
476,0.0,0.0,0.0,0.0,1
477,0.0,0.0,0.0,0.0,1
478,0.0,0.0,0.0,0.0,1
479,0.0,0.0,0.0,0.0,1
480,0.0,0.0,0.0,0.0,1
481,0.0,0.0,0.0,0.0,1
482,0.0,0.0,0.0,0.0,1
483,0.0,0.0,0.0,0.0,1
484,0.0,0.0,0.0,0.0,1
485,0.0,0.0,0.0,0.0,1
486,0.0,0.0,0.0,0.0,1
487,0.0,0.0,0.0,0.0,1
488,0.0,0.0,0.0,0.0,1
489,0.0,0.0,0.0,0.0,1
490,0.0,0.0,0.0,0.0,1
491,0.0,0.0,0.0,0.0,1
492,0.0,0.0,0.0,0.0,1
493,0.0,0.0,0.0,0.0,1
494,0.0,0.0,0.0,0.0,1
495,0.0,0.0,0.0,0.0,1
496,0.0,0.0,0.0,0.0,1
497,0.0,0.0,0.0,0.0,1
498,73.08716136462479,-0.08254784973788604,-0.7022490832204186,-0.7071294629317092,1
499,11.024661638081744,-0.03820356210324568,-0.7060739953684501,-0.7071067805451611,1
0,0.0,0.0,0.0,0.0,2
1,0.0,0.0,0.0,0.0,2
2,9.644988018977458,-1.1239679501170792e-18,-8.61761284883512e-18,-0.999999998963192,2
3,6.031153261816471,-1.7600326276132195e-19,-2.565487965660447e-17,-0.9999999983419423,2
4,5.092700307636533,-1.4532051627573922e-16,-3.840893406888714e-18,-0.9999999980364052,2
5,4.861740955112484,-5.003892537698434e-16,-1.515599580209466e-17,-0.9999999979431237,2
6,4.815745992245584,2.9982414208978987e-16,-5.792118799145167e-19,-0.9999999979234785,2
7,4.816921331523268,2.9844168753931857e-16,-2.1325368514221603e-17,-0.9999999979239852,2
8,4.82966291433422,-4.34849213752631e-16,-6.437595636454694e-18,-0.9999999979294621,2
9,4.842922427211227,6.037836972498367e-17,-8.362232693665024e-18,-0.9999999979351311,2
10,4.854113232707781,3.4159240924605665e-16,-1.0429151843151272e-17,-0.9999999979398915,2
11,4.863149495362547,4.1616479479483707e-16,-4.38054779738773e-18,-0.9999999979437194,2
12,4.870414307528522,3.364649250120974e-16,-8.132186302858666e-18,-0.9999999979467866,2
13,4.876290727378521,2.176367015509461e-16,3.858852435876748e-18,-0.999999997949261,2
14,4.881081585867553,3.807839831377795e-16,-2.6344000741860596e-18,-0.9999999979512738,2
15,4.885015262773175,8.474481110794574e-17,8.41036184907179e-18,-0.9999999979529235,2
16,4.8882640178643255,1.9075051658557132e-16,-1.0871459599140089e-18,-0.999999997954284,2
17,4.890959577404884,-1.4889195653138344e-16,-3.7037939119489046e-19,-0.9999999979554115,2
18,4.893204322459623,1.5788366607703443e-16,-4.825344314020146e-18,-0.9999999979563494,2
19,4.895079034497767,3.5168290728985456e-17,6.5386956041308586e-18,-0.9999999979571321,2
20,4.896648277303964,7.750100951784068e-18,3.1344755608115217e-18,-0.9999999979577867,2
21,4.897964202511889,1.7981355261162792e-18,5.4522545839349364e-18,-0.9999999979583355,2
22,4.8990692993359755,4.0811078286296965e-19,6.532386714036687e-18,-0.999999997958796,2
23,4.899998425184526,8.27539318869218e-20,9.004303521498603e-18,-0.999999997959183,2
24,4.900780335933851,1.187399205998313e-20,9.658100679457026e-18,-0.9999999979595087,2
25,4.901438860224362,4.983439672069175e-20,1.1564847892461562e-17,-0.9999999979597828,2
26,4.901993814918459,2.1947932591452216e-19,1.0718304779874034e-17,-0.9999999979600137,2
27,4.902461728478012,4.3276386026253555e-20,1.1357654091283363e-17,-0.9999999979602084,2
28,4.902856419125685,-3.9904615147138785e-16,1.3519053654681967e-17,-0.9999999979603726,2
29,4.903189461379429,5.0812368270829245e-17,3.2149444084836555e-18,-0.9999999979605112,2
30,4.903470565517243,1.1375697714940266e-17,1.9049069702060764e-17,-0.9999999979606281,2
31,4.90370788826092,2.511844449517858e-18,-7.765152034534951e-19,-0.9999999979607268,2
32,4.903908288533152,-4.640016616145804e-16,5.576460673158165e-19,-0.9999999979608102,2
33,4.904077538945906,3.648739025776174e-17,-5.078087915918284e-18,-0.9999999979608806,2
34,4.9042205013309195,8.106141395650887e-18,1.0568587487865395e-17,-0.99999999796094,2
35,4.904341272872352,-4.629097618505664e-16,4.8623505380992276e-18,-0.9999999979609902,2
36,4.904443308072924,3.669058289991874e-17,-1.1568930505991799e-17,-0.9999999979610327,2
37,4.904529520763441,8.089954890078895e-18,-1.0665154772342832e-18,-0.9999999979610684,2
38,4.904602369568951,1.821075947865906e-18,4.432628427795645e-18,-0.9999999979610987,2
39,4.90466392961847,3.6584834956442964e-19,-1.5859686535436544e-17,-0.9999999979611244,2
40,4.904715952784148,5.2154971454623394e-20,-3.3242752650633335e-18,-0.9999999979611459,2
41,4.904759918335712,9.995602306920768e-20,1.727979914518661e-17,-0.9999999979611642,2
42,4.90479707557091,-3.2574170642054194e-19,1.5005698080351506e-17,-0.9999999979611797,2
43,4.9048284797180255,8.117684819950694e-20,-1.2621277005519377e-17,-0.9999999979611928,2
44,4.904855022189871,-2.473253356218093e-19,-8.037278222595756e-18,-0.9999999979612038,2
45,4.90487745609097,-1.1349060938971685e-19,-6.595157102188585e-18,-0.9999999979612131,2
46,4.904896417730769,1.105154014059308e-19,6.692226147389336e-18,-0.999999997961221,2
47,4.904912444775527,-6.606015034963129e-17,1.0185955296054265e-17,-0.9999999979612276,2
48,4.904925991567548,-1.484614940941912e-17,2.2051615823286498e-18,-0.9999999979612333,2
49,4.904937442057963,-3.3641029992426525e-18,-4.162041955461737e-19,-0.9999999979612381,2
50,4.904947120726276,-4.968454920943295e-17,-1.0712308971854048e-17,-0.9999999979612421,2
51,4.9049553018020156,-1.1156335321249448e-17,7.924495290005384e-18,-0.9999999979612455,2
52,4.904962217053818,-2.618487602639331e-18,8.357177553577017e-18,-0.9999999979612483,2
53,4.904968062369008,-4.282271423498421e-19,-7.63850999047577e-18,-0.9999999979612507,2
54,4.904973003312101,-1.339229667999744e-19,-6.464555947784548e-18,-0.9999999979612528,2
55,4.904977179821322,-3.51894530111943e-19,6.102622878477794e-18,-0.9999999979612545,2
56,4.904980710176945,-3.809133415927319e-19,-7.174724032562945e-19,-0.999999997961256,2
57,4.904983694354538,-1.6959113051562478e-19,6.827981026606685e-18,-0.9999999979612573,2
58,4.904986216858647,-2.1552815888457787e-19,-5.741973056131443e-18,-0.9999999979612583,2
59,4.904988349117661,3.065752716547066e-20,2.9827971511376575e-19,-0.9999999979612592,2
60,4.904990151507626,-2.9636350536154497e-19,4.153565137005666e-18,-0.9999999979612599,2
61,4.904991675062702,9.585224750008464e-20,3.5218773247489435e-19,-0.9999999979612606,2
62,4.904992962921062,-1.4611897513869264e-19,9.770018548068255e-18,-0.9999999979612612,2
63,4.904994051546405,4.649113960081676e-16,-6.987367476396052e-19,-0.9999999979612616,2
64,4.904994971761154,-3.6328748198420684e-17,6.616900833087773e-19,-0.9999999979612619,2
65,4.904995749618986,-8.144721098584554e-18,-2.9967581562760715e-18,-0.9999999979612623,2
66,4.904996407142846,-1.6110728153740486e-18,-9.47378219700437e-18,-0.9999999979612625,2
67,4.904996962948616,-2.5384622332858367e-19,9.520470125726457e-18,-0.9999999979612628,2
68,4.904997432772154,-1.2066767001305855e-16,1.0346437554351977e-17,-0.9999999979612629,2
69,4.904997829914951,-2.7060860558699768e-17,-1.4381430418255347e-17,-0.9999999979612632,2
70,4.904998165620595,-6.385682351358954e-18,-2.0911476462593015e-18,-0.9999999979612633,2
71,4.904998449393409,-1.1075921345262246e-18,8.818296664422732e-19,-0.9999999979612634,2
72,4.904998689267291,-1.7691609138219782e-19,1.5526387311374875e-18,-0.9999999979612635,2
73,4.904998892033401,5.762083993841359e-20,1.0541252572661621e-17,-0.9999999979612636,2
74,4.904999063432131,1.7420851334693561e-19,-2.5834750116151268e-18,-0.9999999979612636,2
75,4.904999208316037,-2.9722367233897575e-20,-1.6034839236008153e-17,-0.9999999979612637,2
76,4.904999330786827,2.468401205129294e-20,5.571677103398457e-18,-0.9999999979612637,2
77,4.904999434311803,9.067269662429313e-20,-1.0338773501697081e-17,-0.9999999979612638,2
78,4.904999521821807,3.0257773839571226e-20,-1.8376661980883585e-18,-0.9999999979612638,2
79,4.904999595794311,-3.7925030155803776e-19,9.996968113902562e-18,-0.9999999979612638,2
80,4.904999658323488,-4.910160679753924e-17,4.957523910770981e-18,-0.9999999979612639,2
81,4.9049997111796415,-1.1004836186359235e-17,-5.93984974251725e-18,-0.9999999979612639,2
82,4.904999755859102,-2.615433852241186e-18,-6.726551709145976e-18,-0.9999999979612639,2
83,4.904999793626823,-6.857741543898494e-19,6.159450471155875e-18,-0.9999999979612639,2
84,4.904999825552013,-6.61854138288482e-17,1.012681950448898e-17,-0.9999999979612639,2
85,4.904999852538506,-1.472624010980654e-17,-8.753900881426675e-18,-0.9999999979612639,2
86,4.904999875350267,-3.2477476175894335e-18,2.1861999382883778e-18,-0.9999999979612639,2
87,4.904999894633123,4.1502319502508923e-16,-1.034206883272713e-17,-0.999999997961264,2
88,4.904999910932998,-4.7085678324358074e-17,6.54819183725111e-19,-0.999999997961264,2
89,4.904999924711346,-1.0584352933751229e-17,-5.8279906429147325e-18,-0.999999997961264,2
90,4.904999936358223,-5.1232015609909544e-17,-4.967372631650108e-19,-0.999999997961264,2
91,4.904999946203369,-7.745010250706965e-17,-1.0569993443170365e-18,-0.999999997961264,2
92,4.9049999545255165,4.462538452552748e-16,-4.3882657706576326e-18,-0.999999997961264,2
93,4.904999961560248,-3.9922537995010405e-17,1.6477336756778452e-17,-0.999999997961264,2
94,4.904999967506746,-9.030972007490746e-18,-6.594157856959953e-18,-0.999999997961264,2
95,4.904999972533318,-1.7782444324431074e-18,-3.617093284229919e-18,-0.999999997961264,2
96,4.904999976782332,-5.2215004865691035e-19,-1.0805129440622375e-17,-0.999999997961264,2
97,4.9049999803740345,-9.875657629789461e-20,9.066278533372624e-19,-0.999999997961264,2
98,4.9049999834100815,5.364390903669179e-20,7.240734433363606e-18,-0.999999997961264,2
99,4.904999985976483,-2.8422180649959476e-19,4.560718798356345e-18,-0.999999997961264,2
100,4.904999988145881,4.129373685836807e-20,8.23544332938336e-18,-0.999999997961264,2
101,4.904999989979661,7.270432372740211e-20,-1.0063553213634983e-17,-0.999999997961264,2
102,4.904999991529787,-6.886717248935077e-21,-6.304105569336717e-18,-0.999999997961264,2
103,4.904999992840088,-3.01124984807814e-19,-8.05393765575075e-18,-0.999999997961264,2
104,4.904999993947703,4.507979539273356e-20,9.168848417707003e-18,-0.999999997961264,2
105,4.904999994883968,1.0223443483083915e-19,-1.9093685646226795e-18,-0.999999997961264,2
106,4.90499999567539,8.424785268422787e-20,-1.0217513265896316e-18,-0.999999997961264,2
107,4.904999996344406,-1.6755692266539707e-19,-3.45575887671833e-18,-0.999999997961264,2
108,4.904999996909912,-1.9247879244121465e-20,-1.1992150004931653e-17,-0.999999997961264,2
109,4.9049999973879235,2.432207780720121e-20,5.374599595272987e-18,-0.999999997961264,2
110,4.904999997792007,6.425858082550965e-20,7.96511075301876e-18,-0.999999997961264,2
111,4.904999998133571,-1.3940742992676152e-20,-6.72418082202846e-18,-0.999999997961264,2
112,4.904999998422305,-1.1613526664471645e-19,-5.193038671540526e-19,-0.999999997961264,2
113,4.904999998666384,-6.211348558771094e-20,8.09468334191271e-18,-0.999999997961264,2
114,4.9049999988726825,4.2981542166623894e-19,-7.452395914509246e-18,-0.999999997961264,2
115,4.90499999904708,-5.361097070112928e-20,3.808064355731099e-18,-0.999999997961264,2
116,4.9049999991945,-2.1310296606943186e-20,-9.523751829484326e-18,-0.999999997961264,2
117,4.904999999319103,6.423943646906426e-20,-7.188504430065536e-18,-0.999999997961264,2
118,4.904999999424414,7.769932025329376e-20,2.264419966266453e-18,-0.999999997961264,2
119,4.904999999513471,-9.07531486970154e-21,-4.883153522849139e-18,-0.999999997961264,2
120,4.904999999588724,-1.694096620338776e-19,9.865313638631916e-18,-0.999999997961264,2
121,4.9049999996523646,3.4915145407036496e-20,-9.492409703949708e-18,-0.999999997961264,2
122,4.904999999706135,5.781716569409401e-20,-7.452722449096851e-18,-0.999999997961264,2
123,4.904999999751581,-2.3309488286774236e-19,3.8053073896090385e-18,-0.999999997961264,2
124,4.904999999790021,-6.16982834115272e-20,1.4955696091541943e-17,-0.999999997961264,2
125,4.904999999822522,6.216450176283344e-20,-1.0300610351623235e-17,-0.999999997961264,2
126,4.90499999984998,1.0984860721483917e-20,8.176812533197722e-18,-0.999999997961264,2
127,4.904999999873173,1.5118886455469102e-19,-1.3808192239798472e-17,-0.999999997961264,2
128,4.904999999892779,9.95896582742279e-20,1.9862384112207883e-18,-0.999999997961264,2
129,4.904999999909377,-2.5696854064435767e-19,-2.1509340453706507e-18,-0.999999997961264,2
130,4.9049999999233975,9.392957514741133e-20,6.2887312161499555e-18,-0.999999997961264,2
131,4.904999999935233,2.0404051917595716e-19,1.730367655311355e-17,-0.999999997961264,2
132,4.904999999945258,-1.181258035036465e-19,-2.2859144139721065e-18,-0.999999997961264,2
133,4.904999999953738,-4.8765689510429497e-17,-1.504192118150265e-17,-0.999999997961264,2
134,4.90499999996089,-1.119594656591689e-17,2.9906944633421447e-18,-0.999999997961264,2
135,4.904999999966951,-2.4320367902888548e-18,1.0943216033436408e-17,-0.999999997961264,2
136,4.904999999972045,-5.991246403013889e-19,6.410448157449541e-18,-0.999999997961264,2
137,4.9049999999763685,4.694716779786012e-21,-1.0899490879764868e-17,-0.999999997961264,2
138,4.904999999980048,-4.691957492523137e-20,-6.631000045529791e-18,-0.999999997961264,2
139,4.904999999983124,-4.942454942069408e-20,-5.97849330579078e-18,-0.999999997961264,2
140,4.904999999985728,-1.1388938830855156e-19,2.7948517082026153e-18,-0.999999997961264,2
141,4.904999999987943,-7.544037386669193e-20,3.4407166920545743e-18,-0.999999997961264,2
142,4.904999999989813,-1.7447434263809576e-20,1.14421279729463e-18,-0.999999997961264,2
143,4.904999999991367,-8.255430423060277e-20,-1.2745205753992536e-17,-0.999999997961264,2
144,4.904999999992726,-2.511119800067378e-19,9.5093903033978e-18,-0.999999997961264,2
145,4.904999999993845,6.247223310695064e-20,-4.434807240272324e-18,-0.999999997961264,2
146,4.904999999994793,1.2467313576217352e-19,-5.250853747913546e-19,-0.999999997961264,2
147,4.9049999999955896,6.607515684041454e-17,-1.0129935168622254e-17,-0.999999997961264,2
148,4.9049999999963,1.486965635120681e-17,9.671368658752191e-18,-0.999999997961264,2
149,4.904999999996857,3.308089544591049e-18,5.155381872432909e-18,-0.999999997961264,2
150,4.904999999997344,8.479281409706022e-19,-5.261749558916937e-18,-0.999999997961264,2
151,4.904999999997743,-5.418312168908917e-20,-2.406564048610995e-19,-0.999999997961264,2
152,4.9049999999981075,3.620282211160882e-20,1.8011571322587838e-18,-0.999999997961264,2
153,4.904999999998387,1.645934176479231e-19,9.067689473275192e-18,-0.999999997961264,2
154,4.904999999998646,1.581192007780738e-19,-1.4360413637825116e-17,-0.999999997961264,2
155,4.90499999999885,-1.2468537238998163e-19,3.0208409568204574e-18,-0.999999997961264,2
156,4.9049999999990455,4.8889213894828155e-17,-6.124955607748172e-18,-0.999999997961264,2
157,4.904999999999194,1.0997567220866697e-17,3.9805807338287944e-18,-0.999999997961264,2
158,4.90499999999933,2.5877607744629774e-18,6.698959400419842e-18,-0.999999997961264,2
159,4.90499999999941,3.9913230515680615e-19,-4.178458620503714e-18,-0.999999997961264,2
160,4.904999999999504,-1.059556211790583e-19,-6.576841242613155e-18,-0.999999997961264,2
161,4.904999999999582,3.6638972494589044e-19,8.442761434215341e-18,-0.999999997961264,2
162,4.904999999999651,-1.6685033454233776e-19,8.704002788928918e-18,-0.999999997961264,2
163,4.904999999999703,6.168452811577974e-20,-1.2754551419431563e-18,-0.999999997961264,2
164,4.904999999999763,1.1231248973493559e-19,-1.3232086466260412e-17,-0.999999997961264,2
165,4.904999999999795,1.403231282724642e-19,-1.5589781524170565e-17,-0.999999997961264,2
166,4.904999999999804,1.762387753985761e-19,-1.3802073767444328e-17,-0.999999997961264,2
167,4.904999999999853,-1.913240275876261e-19,6.092353840400906e-18,-0.999999997961264,2
168,4.9049999999998635,3.312251114106381e-20,1.2689349145967434e-17,-0.999999997961264,2
169,4.904999999999886,1.3593287720379025e-19,1.7138639840662523e-17,-0.999999997961264,2
170,4.90499999999992,-1.003847098937268e-19,4.1313864217924904e-19,-0.999999997961264,2
171,4.904999999999931,6.593205039203368e-17,-1.5429068414961788e-17,-0.999999997961264,2
172,4.904999999999954,1.4706049322824193e-17,-1.1345081097231023e-17,-0.999999997961264,2
173,4.904999999999948,-4.614089918078069e-16,-4.9382716658988445e-18,-0.999999997961264,2
174,4.904999999999964,3.6719945354883117e-17,1.1486615074497458e-17,-0.999999997961264,2
175,4.904999999999957,8.157714087084562e-18,1.2644980267088323e-17,-0.999999997961264,2
176,4.904999999999965,1.7162116562636363e-18,8.250500346388948e-18,-0.999999997961264,2
177,4.9049999999999745,4.530758895594197e-19,2.4169406124744783e-18,-0.999999997961264,2
178,4.904999999999976,6.875860088589823e-20,-8.4151583308697e-19,-0.999999997961264,2
179,4.904999999999961,-1.094100943010164e-19,4.109209642783161e-18,-0.999999997961264,2
180,4.9049999999999905,1.7848593579718337e-19,-1.3577004886866647e-17,-0.999999997961264,2
181,4.904999999999976,8.942877693604986e-17,1.8844849291672156e-20,-0.999999997961264,2
182,4.904999999999993,1.97524649052552e-17,6.838913654489023e-18,-0.999999997961264,2
183,4.904999999999969,1.2457418008822133e-16,-6.5854393414304535e-18,-0.999999997961264,2
184,4.904999999999994,2.7576796870466527e-17,-4.4053629254238383e-20,-0.999999997961264,2
185,4.904999999999999,6.3935623785388486e-18,-1.0511208925213136e-18,-0.999999997961264,2
186,16.473190887207174,0.22392997201287151,0.5510681343045944,-0.8038527712051966,2
187,0.0,0.0,0.0,0.0,2
188,7.594878385002786,0.6809683051818292,0.16479135489378682,-0.7135306398864059,2
189,0.0,0.0,0.0,0.0,2
190,0.0,0.0,0.0,0.0,2
191,0.0,0.0,0.0,0.0,2
192,0.0,0.0,0.0,0.0,2
193,0.0,0.0,0.0,0.0,2
194,0.0,0.0,0.0,0.0,2
195,0.0,0.0,0.0,0.0,2
196,0.0,0.0,0.0,0.0,2
197,0.0,0.0,0.0,0.0,2
198,0.0,0.0,0.0,0.0,2
199,0.0,0.0,0.0,0.0,2
200,0.0,0.0,0.0,0.0,2
201,0.0,0.0,0.0,0.0,2
202,0.0,0.0,0.0,0.0,2
203,0.0,0.0,0.0,0.0,2
204,0.0,0.0,0.0,0.0,2
205,0.0,0.0,0.0,0.0,2
206,0.0,0.0,0.0,0.0,2
207,0.0,0.0,0.0,0.0,2
208,0.0,0.0,0.0,0.0,2
209,0.0,0.0,0.0,0.0,2
210,0.0,0.0,0.0,0.0,2
211,0.0,0.0,0.0,0.0,2
212,0.0,0.0,0.0,0.0,2
213,0.0,0.0,0.0,0.0,2
214,0.0,0.0,0.0,0.0,2
215,0.0,0.0,0.0,0.0,2
216,0.0,0.0,0.0,0.0,2
217,0.0,0.0,0.0,0.0,2
218,0.0,0.0,0.0,0.0,2
219,0.0,0.0,0.0,0.0,2
220,0.0,0.0,0.0,0.0,2
221,0.0,0.0,0.0,0.0,2
222,0.0,0.0,0.0,0.0,2
223,0.0,0.0,0.0,0.0,2
224,0.0,0.0,0.0,0.0,2
225,0.0,0.0,0.0,0.0,2
226,0.0,0.0,0.0,0.0,2
227,0.0,0.0,0.0,0.0,2
228,0.0,0.0,0.0,0.0,2
229,0.0,0.0,0.0,0.0,2
230,0.0,0.0,0.0,0.0,2
231,0.0,0.0,0.0,0.0,2
232,0.0,0.0,0.0,0.0,2
233,0.0,0.0,0.0,0.0,2
234,0.0,0.0,0.0,0.0,2
235,0.0,0.0,0.0,0.0,2
236,0.0,0.0,0.0,0.0,2
237,0.0,0.0,0.0,0.0,2
238,0.0,0.0,0.0,0.0,2
239,0.0,0.0,0.0,0.0,2
240,0.0,0.0,0.0,0.0,2
241,0.0,0.0,0.0,0.0,2
242,0.0,0.0,0.0,0.0,2
243,0.0,0.0,0.0,0.0,2
244,0.0,0.0,0.0,0.0,2
245,0.0,0.0,0.0,0.0,2
246,0.0,0.0,0.0,0.0,2
247,0.0,0.0,0.0,0.0,2
248,0.0,0.0,0.0,0.0,2
249,0.0,0.0,0.0,0.0,2
250,0.0,0.0,0.0,0.0,2
251,0.0,0.0,0.0,0.0,2
252,0.0,0.0,0.0,0.0,2
253,0.0,0.0,0.0,0.0,2
254,0.0,0.0,0.0,0.0,2
255,0.0,0.0,0.0,0.0,2
256,0.0,0.0,0.0,0.0,2
257,0.0,0.0,0.0,0.0,2
258,0.0,0.0,0.0,0.0,2
259,0.0,0.0,0.0,0.0,2
260,0.0,0.0,0.0,0.0,2
261,0.0,0.0,0.0,0.0,2
262,0.0,0.0,0.0,0.0,2
263,0.0,0.0,0.0,0.0,2
264,0.0,0.0,0.0,0.0,2
265,0.0,0.0,0.0,0.0,2
266,0.0,0.0,0.0,0.0,2
267,0.0,0.0,0.0,0.0,2
268,0.0,0.0,0.0,0.0,2
269,0.0,0.0,0.0,0.0,2
270,0.0,0.0,0.0,0.0,2
271,0.0,0.0,0.0,0.0,2
272,0.0,0.0,0.0,0.0,2
273,0.0,0.0,0.0,0.0,2
274,0.0,0.0,0.0,0.0,2
275,0.0,0.0,0.0,0.0,2
276,0.0,0.0,0.0,0.0,2
277,0.0,0.0,0.0,0.0,2
278,0.0,0.0,0.0,0.0,2
279,0.0,0.0,0.0,0.0,2
280,0.0,0.0,0.0,0.0,2
281,0.0,0.0,0.0,0.0,2
282,0.0,0.0,0.0,0.0,2
283,0.0,0.0,0.0,0.0,2
284,0.0,0.0,0.0,0.0,2
285,0.0,0.0,0.0,0.0,2
286,0.0,0.0,0.0,0.0,2
287,0.0,0.0,0.0,0.0,2
288,0.0,0.0,0.0,0.0,2
289,0.0,0.0,0.0,0.0,2
290,0.0,0.0,0.0,0.0,2
291,0.0,0.0,0.0,0.0,2
292,0.0,0.0,0.0,0.0,2
293,0.0,0.0,0.0,0.0,2
294,0.0,0.0,0.0,0.0,2
295,0.0,0.0,0.0,0.0,2
296,0.0,0.0,0.0,0.0,2
297,0.0,0.0,0.0,0.0,2
298,0.0,0.0,0.0,0.0,2
299,0.0,0.0,0.0,0.0,2
300,0.0,0.0,0.0,0.0,2
301,0.0,0.0,0.0,0.0,2
302,0.0,0.0,0.0,0.0,2
303,0.0,0.0,0.0,0.0,2
304,0.0,0.0,0.0,0.0,2
305,0.0,0.0,0.0,0.0,2
306,0.0,0.0,0.0,0.0,2
307,0.0,0.0,0.0,0.0,2
308,0.0,0.0,0.0,0.0,2
309,0.0,0.0,0.0,0.0,2
310,0.0,0.0,0.0,0.0,2
311,0.0,0.0,0.0,0.0,2
312,0.0,0.0,0.0,0.0,2
313,0.0,0.0,0.0,0.0,2
314,0.0,0.0,0.0,0.0,2
315,0.0,0.0,0.0,0.0,2
316,0.0,0.0,0.0,0.0,2
317,0.0,0.0,0.0,0.0,2
318,0.0,0.0,0.0,0.0,2
319,0.0,0.0,0.0,0.0,2
320,0.0,0.0,0.0,0.0,2
321,0.0,0.0,0.0,0.0,2
322,0.0,0.0,0.0,0.0,2
323,0.0,0.0,0.0,0.0,2
324,0.0,0.0,0.0,0.0,2
325,0.0,0.0,0.0,0.0,2
326,0.0,0.0,0.0,0.0,2
327,0.0,0.0,0.0,0.0,2
328,0.0,0.0,0.0,0.0,2
329,0.0,0.0,0.0,0.0,2
330,0.0,0.0,0.0,0.0,2
331,0.0,0.0,0.0,0.0,2
332,0.0,0.0,0.0,0.0,2
333,0.0,0.0,0.0,0.0,2
334,0.0,0.0,0.0,0.0,2
335,0.0,0.0,0.0,0.0,2
336,0.0,0.0,0.0,0.0,2
337,0.0,0.0,0.0,0.0,2
338,0.0,0.0,0.0,0.0,2
339,0.0,0.0,0.0,0.0,2
340,0.0,0.0,0.0,0.0,2
341,0.0,0.0,0.0,0.0,2
342,0.0,0.0,0.0,0.0,2
343,0.0,0.0,0.0,0.0,2
344,0.0,0.0,0.0,0.0,2
345,0.0,0.0,0.0,0.0,2
346,0.0,0.0,0.0,0.0,2
347,0.0,0.0,0.0,0.0,2
348,0.0,0.0,0.0,0.0,2
349,0.0,0.0,0.0,0.0,2
350,0.0,0.0,0.0,0.0,2
351,0.0,0.0,0.0,0.0,2
352,0.0,0.0,0.0,0.0,2
353,0.0,0.0,0.0,0.0,2
354,0.0,0.0,0.0,0.0,2
355,0.0,0.0,0.0,0.0,2
356,0.0,0.0,0.0,0.0,2
357,0.0,0.0,0.0,0.0,2
358,0.0,0.0,0.0,0.0,2
359,0.0,0.0,0.0,0.0,2
360,0.0,0.0,0.0,0.0,2
361,0.0,0.0,0.0,0.0,2
362,0.0,0.0,0.0,0.0,2
363,0.0,0.0,0.0,0.0,2
364,0.0,0.0,0.0,0.0,2
365,0.0,0.0,0.0,0.0,2
366,0.0,0.0,0.0,0.0,2
367,0.0,0.0,0.0,0.0,2
368,0.0,0.0,0.0,0.0,2
369,0.0,0.0,0.0,0.0,2
370,0.0,0.0,0.0,0.0,2
371,0.0,0.0,0.0,0.0,2
372,0.0,0.0,0.0,0.0,2
373,0.0,0.0,0.0,0.0,2
374,0.0,0.0,0.0,0.0,2
375,0.0,0.0,0.0,0.0,2
376,0.0,0.0,0.0,0.0,2
377,0.0,0.0,0.0,0.0,2
378,0.0,0.0,0.0,0.0,2
379,0.0,0.0,0.0,0.0,2
380,0.0,0.0,0.0,0.0,2
381,0.0,0.0,0.0,0.0,2
382,167.25241419752484,0.9671621859898253,0.24672460549870717,0.061026837647955384,2
383,117.69258017453062,0.9887233402922426,0.11290897212092495,0.09837540447699403,2
384,100.96854889381288,0.9703478317801568,0.18434894892438958,0.15633473763671293,2
385,92.64105029999034,0.9639694803717486,0.2411583429743165,0.11227419253691436,2
386,80.86828745727331,0.9665654600162461,0.23513148312720727,0.10229563479771157,2
